,Unnamed: 0,task_id,pretty_formula,spacegroup.symbol,spacegroup.crystal_system,e_above_hull,structure.lattice.volume,density,band_gap,final_energy,cat_oxi_state,an_oxi_state,coordination_num,coordination_env,RR,RR_Prediction
0,0,mp-23231,AgBr,Fm-3m,cubic,0.0372941500000001,50.0922035521385,6.224582901346875,0.7946,-5.12952725,1.0,-1.0,6,O,0.5415451895043731,Correct
1,4,mp-22922,AgCl,Fm-3m,cubic,0.0,44.4328633677782,5.356180845292489,1.2003,-5.53483498,1.0,-1.0,6,O,0.5864246250986582,Correct
2,7,mp-7592,AgF,Fm-3m,cubic,0.0,31.802524744424137,6.624220955833901,0.0,-6.75011769,1.0,-1.0,6,O,0.8125768967874232,Incorrect
3,8,mp-22925,AgI,F-43m,cubic,0.0,73.21955895634991,5.324385940884999,1.7236,-4.91777993,1.0,-1.0,4,T,0.48246753246753243,Correct
4,15,mp-1056955,AgN,Fm-3m,cubic,1.4081794221433332,24.59136120734822,8.229639302256075,0.0,-7.9686424,3.0,-3.0,6,O,0.4863013698630137,Correct
5,20,mp-499,AgO,Cccm,orthorhombic,0.0,60.92197340196275,6.75247295516384,0.0,-15.96752561,2.0,-2.0,4,S,0.625904486251809,Correct
6,26,mp-379,AgSe,F-43m,cubic,0.1381535594140626,53.38705785983609,5.811062404994471,0.0,-6.15294326,2.0,-2.0,4,T,0.43686868686868685,Correct
7,38,mp-661,AlN,P6_3mc,hexagonal,0.0,42.52728307818043,3.200889713142437,4.0536,-29.7797004,3.0,-3.0,4,T,0.3207762557077626,Correct
8,67,mp-505366,AuBr,P4_2/ncm,tetragonal,0.0,255.07711036667845,7.209653513094369,2.058,-20.73075766,1.0,-1.0,6,O,0.6989795918367347,Correct
9,70,mp-32780,AuCl,I4_1/amd,tetragonal,0.0,228.5102565558944,6.755789083321634,2.0772,-22.21067401,1.0,-1.0,2,L,0.7569060773480664,Incorrect
10,71,mp-27725,AuI,P4_2/ncm,tetragonal,0.0,318.3275156112542,6.757826281741869,2.0942,-19.80217873,1.0,-1.0,6,O,0.6227272727272727,Correct
11,72,mp-1008610,AuN,Fm-3m,cubic,1.4987504938100005,25.458750397514383,13.760665771601042,0.0,-8.22885274,3.0,-3.0,6,O,0.523972602739726,Correct
12,83,mp-984,BN,P6_3/mmc,hexagonal,0.0,42.13260173230655,1.956240948754851,4.4938,-35.15512185,3.0,-3.0,3,TL,0.08904109589041097,Incorrect
13,115,mp-1342,BaO,Fm-3m,cubic,0.0,44.25500294484119,5.753123041444008,2.2561,-11.82719219,2.0,-2.0,6,O,1.0667769278478396,Nonphysical
14,122,mp-1500,BaS,Fm-3m,cubic,0.0,67.30962359628131,4.17892744812567,2.2091000000000003,-10.21246972,2.0,-2.0,6,O,0.8012422360248448,Incorrect
15,123,mp-1253,BaSe,Fm-3m,cubic,0.0,74.74111078246291,4.805294025439946,2.2121000000000004,-9.51004985,2.0,-2.0,6,O,0.7445887445887447,Incorrect
16,128,mp-1000,BaTe,Fm-3m,cubic,0.0,89.09108390126052,4.937886195039478,1.8555,-8.64694618,2.0,-2.0,6,O,0.6670976082740789,Correct
17,135,mp-2542,BeO,P6_3mc,hexagonal,0.0,27.991727944331423,2.9674987632823218,7.463099999999999,-28.41216655,2.0,-2.0,4,T,0.2122527737578389,Incorrect
18,141,mp-422,BeS,F-43m,cubic,0.0,28.95580068612236,2.355668427070277,3.2356,-9.98926115,2.0,-2.0,4,T,0.15942028985507248,Incorrect
19,142,mp-1541,BeSe,F-43m,cubic,0.0,34.82368030586535,4.194882439247549,2.8976,-8.8217452,2.0,-2.0,4,T,0.14814814814814817,Incorrect
20,145,mp-252,BeTe,F-43m,cubic,0.0,45.50551345066509,4.985107253660792,2.2113000000000005,-7.60077904,2.0,-2.0,4,T,0.1327300150829563,Incorrect
21,190,mp-2605,CaO,Fm-3m,cubic,0.0,28.332082162785422,3.2866879644895124,3.6919,-12.87793307,2.0,-2.0,6,O,0.8357452966714906,Incorrect
22,196,mp-1672,CaS,Fm-3m,cubic,0.0,46.69510674901466,2.5654994328554923,2.5596,-10.4388825,2.0,-2.0,6,O,0.6277173913043478,Correct
23,197,mp-1415,CaSe,Fm-3m,cubic,0.0,53.05137572029519,3.725958973280908,2.1362,-9.54614691,2.0,-2.0,6,O,0.5833333333333334,Correct
24,202,mp-1519,CaTe,Fm-3m,cubic,0.0,65.4508810377982,4.254119504496153,1.6041,-8.44555227,2.0,-2.0,6,O,0.5226244343891403,Correct
25,222,mp-1132,CdO,Fm-3m,cubic,0.0,27.36729140131324,7.791435499806187,0.0,-7.91327389,2.0,-2.0,6,O,0.7284129281234926,Incorrect
26,226,mp-672,CdS,P6_3mc,hexagonal,0.0,104.86287534018372,4.575652563556364,1.1162,-12.64802758,2.0,-2.0,4,T,0.5471014492753624,Correct
27,230,mp-2691,CdSe,F-43m,cubic,0.0,59.952770657212426,5.300489339037397,0.5095,-5.658016,2.0,-2.0,4,T,0.5084175084175085,Correct
28,233,mp-406,CdTe,F-43m,cubic,0.0,72.82718102978095,5.472512271905128,1.2285,-4.97693231,2.0,-2.0,4,T,0.4555052790346909,Correct
29,257,mp-2493,CeN,Fm-3m,cubic,0.0,32.22254306393652,7.942475672762934,0.0,-17.26652393,3.0,-3.0,6,O,0.8001141552511415,Incorrect
30,284,mp-448,CoN,F-43m,cubic,0.0,19.27926955960956,6.282372098523369,0.0,-15.23108084,3.0,-3.0,4,T,0.3972602739726027,Correct
31,288,mp-22408,CoO,F-43m,cubic,0.0,97.24749745063068,5.118013506615284,0.8425000000000002,-49.20016007,2.0,-2.0,4,T,0.5155571635311142,Correct
32,293,mp-1274,CoS,P6_3/mmc,hexagonal,0.1848561677083218,49.84316697509426,6.063260701836613,0.0,-23.62038775,2.0,-2.0,8,BO_1,0.3872282608695652,Incorrect
33,295,mp-604908,CoSe,P4/nmm,tetragonal,0.0127369589583334,76.42898121772052,5.991890344933763,0.0,-22.27160039,2.0,-2.0,8,BO_2,0.35984848484848486,Incorrect
34,300,mp-788,CoTe,P6_3/mmc,hexagonal,0.0903657162500009,70.18963916973209,8.82596523302224,0.0,-20.76175957,2.0,-2.0,8,BO_1,0.3223981900452489,Incorrect
35,315,mp-1018157,CrN,F-43m,cubic,0.0308749200000004,21.29721970328494,5.146222344134499,0.0,-18.9494513,3.0,-3.0,4,T,0.4212328767123288,Correct
36,318,mp-19091,CrO,Fm-3m,cubic,1.9506895633333343,22.045077028600414,5.121741419025951,0.0,-11.95327563,2.0,-2.0,6,O,0.557163531114327,Correct
37,320,mp-523,CrS,P6_3/mmc,hexagonal,0.3244629912499999,57.047558425737805,4.893697272358381,0.0,-28.57775934,2.0,-2.0,6,O,0.4184782608695652,Correct
38,322,mp-2189,CrSe,P6_3/mmc,hexagonal,0.1368143599999998,75.78963683897335,5.738455259301435,0.0,-27.5079663,2.0,-2.0,6,O,0.3888888888888889,Correct
39,325,mp-1009079,CrTe,Fm-3m,cubic,0.1754046743749988,46.81013679462209,6.37097775568267,0.0,-12.79522871,2.0,-2.0,6,O,0.3484162895927602,Correct
40,339,mp-1784,CsF,Fm-3m,cubic,0.0,57.24934948288885,4.406028855159094,5.281,-8.03004591,1.0,-1.0,6,O,1.3690590111642744,Nonphysical
41,346,mp-614603,CsI,Fm-3m,cubic,0.0,121.35883085961832,3.554949583391213,3.8556,-5.51127789,1.0,-1.0,6,O,0.8128787878787878,Incorrect
42,373,mp-10634,CuF,F-43m,cubic,0.3419082749999993,28.46158419768656,4.81590221017716,0.0,-7.58427873,1.0,-1.0,4,T,0.4669856459330144,Correct
43,375,mp-570136,CuI,P3m1,trigonal,0.0,336.55002086178894,5.638100004466306,1.4615,-35.58219243,1.0,-1.0,7,ET,0.2772727272727272,Incorrect
44,381,mp-13117,CuN,F-43m,cubic,0.7844672088100006,21.751272000403382,5.920540558176164,0.0,-10.48274444,3.0,-3.0,4,T,0.36986301369863017,Correct
45,384,mp-1692,CuO,P4_2/mmc,tetragonal,0.0,44.16837951221586,5.981122501077556,0.0,-20.49151512,2.0,-2.0,4,S,0.4558610709117221,Correct
46,390,mp-555599,CuS,Cmcm,orthorhombic,0.0,205.1711498839104,4.642927647084647,0.0,-51.73878428,2.0,-2.0,4,T,0.34239130434782605,Correct
47,393,mp-571486,CuSe,Cmcm,orthorhombic,0.0,244.3846324558403,5.80977890091332,0.0,-47.0511896,2.0,-2.0,4,T,0.3181818181818182,Correct
48,399,mp-20826,CuTe,Pmmn,orthorhombic,0.0,92.0538420749174,6.896081538150364,0.0,-14.74894129,2.0,-2.0,10,SBSA,0.2850678733031674,Incorrect
49,416,mp-1410,DyN,Fm-3m,cubic,0.0,29.641321291784717,9.888097361836556,0.2114999999999995,-16.33974251,3.0,-3.0,6,O,0.6835616438356165,Correct
50,451,mp-19830,ErN,Fm-3m,cubic,0.0,28.48794789257962,10.565828659178292,0.2715999999999998,-16.45712627,3.0,-3.0,6,O,0.6679794520547945,Correct
51,483,mp-20340,EuN,Fm-3m,cubic,0.0,32.753135750070925,8.414486886506792,0.0,-20.24887341,3.0,-3.0,6,O,0.7094178082191781,Correct
52,484,mp-21394,EuO,Fm-3m,cubic,0.0,32.834823372547866,8.494328850026642,0.0,-20.79518668,2.0,-2.0,6,O,0.9073806078147612,Incorrect
53,488,mp-20587,EuS,Fm-3m,cubic,0.0,49.91823569032661,6.121757703599077,0.0,-18.70536446,2.0,-2.0,6,O,0.6815217391304348,Correct
54,491,mp-21009,EuSe,Fm-3m,cubic,0.0,58.06856496135802,6.603543994426456,0.0,-17.8382834,2.0,-2.0,6,O,0.6333333333333333,Correct
55,495,mp-542583,EuTe,Fm-3m,cubic,0.0,70.0601520038887,6.6261195606483305,0.0,-16.79700487,2.0,-2.0,6,O,0.567420814479638,Correct
56,508,mp-6988,FeN,F-43m,cubic,0.0,18.93097598816525,6.127073257656424,0.0,-17.06422679,3.0,-3.0,4,T,0.41952054794520555,Correct
57,513,mp-18905,FeO,Fm-3m,cubic,0.4650942325000002,85.08305921490226,5.608657423335413,0.0,-50.0313301,2.0,-2.0,6,O,0.5227930535455861,Correct
58,518,mp-505531,FeS,P4/nmm,tetragonal,0.0,70.5150216311231,4.1403373626812,0.0,-27.23860197,2.0,-2.0,8,BO_2,0.39266304347826086,Incorrect
59,525,mp-20311,FeSe,P4/nmm,tetragonal,0.0,79.66398961559156,5.619828229873189,0.0,-25.01949237,2.0,-2.0,8,BO_2,0.36489898989898994,Incorrect
60,535,mp-21273,FeTe,P4/nmm,tetragonal,0.2628973112499997,87.07557914416442,6.996625048410066,0.0,-22.71632602,2.0,-2.0,8,BO_2,0.3269230769230769,Incorrect
61,547,mp-804,GaN,P6_3mc,hexagonal,0.0,46.9428220153705,5.923650599411056,1.7375999999999996,-24.63444937,3.0,-3.0,4,T,0.3744292237442923,Correct
62,586,mp-940,GdN,Fm-3m,cubic,0.0,31.030055533227458,9.164612691797457,0.0,-25.56919784,3.0,-3.0,6,O,0.7017123287671233,Correct
63,613,mp-2242,GeS,Pnma,orthorhombic,0.0,175.8656429001093,3.954535749023095,1.237,-37.03916032,2.0,-2.0,6,O,0.3967391304347826,Correct
64,615,mp-10759,GeSe,Fm-3m,cubic,0.0,45.467993810986975,5.536591817599165,0.4400999999999997,-8.53162882,2.0,-2.0,6,O,0.3686868686868687,Correct
65,617,mp-938,GeTe,R3m,trigonal,0.0,56.264958374993846,5.9096523360046005,0.8215000000000003,-7.95077254,2.0,-2.0,6,O,0.33031674208144796,Correct
66,630,mp-697025,HI,C2/c,monoclinic,0.0,589.6668887589369,2.88167516890764,4.084899999999999,-39.13163163,1.0,-1.0,1,S,-0.1272727272727273,Nonphysical
67,674,mp-22859,HgI,I4/mmm,tetragonal,0.0,159.06783815456168,6.8375526799081765,1.8859,-4.68362683,1.0,-1.0,6,O,0.4909090909090909,Correct
68,675,mp-1224,HgO,Pnma,orthorhombic,0.0,146.06670001551564,9.849066490124043,1.2481999999999998,-23.36299203,2.0,-2.0,2,L,0.689218523878437,Incorrect
69,682,mp-1123,HgS,F-43m,cubic,0.0,54.19907212806666,7.128031926948116,0.0,-4.69514689,2.0,-2.0,4,T,0.5176630434782608,Correct
70,686,mp-820,HgSe,F-43m,cubic,0.0,61.7493103707798,7.517552718899584,0.1236,-4.21106349,2.0,-2.0,4,T,0.481060606060606,Correct
71,689,mp-2730,HgTe,F-43m,cubic,0.0,73.86531493784373,7.377919077797716,0.0,-3.77367216,2.0,-2.0,4,T,0.43099547511312214,Correct
72,711,mp-883,HoN,Fm-3m,cubic,0.0,29.037424827625863,10.232722561826408,0.2400999999999995,-16.39499339,3.0,-3.0,6,O,0.7034246575342467,Correct
73,751,mp-22205,InN,P6_3mc,hexagonal,0.0,64.4149273151787,6.641890506103773,0.4777000000000004,-21.76974227,3.0,-3.0,4,T,0.5342465753424657,Correct
74,783,mp-1007660,IrN,P4_2/mmc,tetragonal,0.3466759013100002,45.52940422730112,15.042696741612849,0.0,-32.19510161,3.0,-3.0,6,O,0.4657534246575343,Correct
75,856,mp-567290,LaN,P6_3mc,hexagonal,0.0,88.16254069390989,5.76019316242597,1.1489000000000005,-31.82808387,3.0,-3.0,4,T,0.814840182648402,Incorrect
76,935,mp-1102,LuN,Fm-3m,cubic,0.0,26.90446900214757,11.663423328849207,0.3793000000000002,-16.61243556,3.0,-3.0,6,O,0.6552511415525114,Correct
77,959,mp-1265,MgO,Fm-3m,cubic,0.0,19.2793782653415,3.471430968092349,4.638,-11.96742144,2.0,-2.0,6,O,0.5137481910274964,Correct
78,974,mp-1315,MgS,Fm-3m,cubic,0.0,35.74348802463574,2.6187871513749923,2.9642,-8.58850635,2.0,-2.0,6,O,0.38586956521739124,Correct
79,977,mp-13031,MgSe,F-43m,cubic,0.0,54.01382517968155,3.174660675151612,2.5473000000000003,-7.59260037,2.0,-2.0,4,T,0.35858585858585856,Correct
80,980,mp-1039,MgTe,P6_3mc,hexagonal,0.0,138.26178168678,3.648791210911923,2.362,-12.98970599,2.0,-2.0,4,T,0.3212669683257918,Correct
81,1004,mp-1009130,MnN,F-43m,cubic,0.0,19.330651323932717,5.922482413592238,0.0945,-18.09386119,3.0,-3.0,4,T,0.4075342465753425,Correct
82,1010,mp-19006,MnO,Fm-3m,cubic,0.0,45.386638186518894,5.190708253085687,0.1993,-31.42682858,2.0,-2.0,6,O,0.5817655571635311,Correct
83,1019,mp-2065,MnS,Fm-3m,cubic,0.0,67.25533187477178,4.296223098108026,0.0,-28.80013469,2.0,-2.0,6,O,0.43695652173913035,Correct
84,1027,mp-999540,MnSe,P6_3mc,hexagonal,0.0,104.7090508049385,4.24687136316545,0.0,-26.74466712,2.0,-2.0,4,T,0.406060606060606,Correct
85,1037,mp-1080073,MnTe,Pnma,orthorhombic,0.0,179.68886191256155,6.747475645113407,0.0,-49.86055868,2.0,-2.0,8,BO_1,0.36380090497737555,Incorrect
86,1052,mp-2811,MoN,P6_3mc,hexagonal,0.0,163.84326370810533,8.91441180854448,0.0,-159.32294954,3.0,-3.0,8,SBT,0.4726027397260274,Incorrect
87,1167,mp-1748,NdS,Fm-3m,cubic,0.0,47.625259383685965,6.147255994060428,0.0,-12.9529501,2.0,-2.0,6,O,0.717391304347826,Incorrect
88,1170,mp-1453,NdSe,Fm-3m,cubic,0.0,53.58462163165046,6.916828550009437,0.0,-11.92467359,2.0,-2.0,6,O,0.6666666666666667,Correct
89,1172,mp-570,NdTe,Fm-3m,cubic,0.0,64.44625277152326,7.0043523328347534,0.0,-10.75344673,2.0,-2.0,6,O,0.5972850678733032,Correct
90,1186,mp-19009,NiO,Fm-3m,cubic,0.0,37.48543886999308,6.617519556001579,2.4141000000000004,-19.87253657,2.0,-2.0,6,O,0.42691751085383495,Correct
91,1193,mp-1547,NiS,R3m,trigonal,0.0152742758333301,82.54732907859916,5.477143979253761,0.0,-31.90103685,2.0,-2.0,7,FO,0.32065217391304346,Incorrect
92,1196,mp-15651,NiSe,R3m,trigonal,0.0060894641666671,96.29775134728716,7.12100267614678,0.0,-29.53194698,2.0,-2.0,7,FO,0.29797979797979796,Incorrect
93,1200,mp-10264,NiTe,R-3m,trigonal,0.0025339618749979,86.27669577335544,7.171055075228673,0.0,-18.60977163,2.0,-2.0,7,ET,0.2669683257918552,Incorrect
94,1245,mp-21276,PbS,Fm-3m,cubic,0.0,54.17422904608132,7.333909254750865,0.9925999999999996,-8.91509284,2.0,-2.0,6,O,0.7051630434782608,Correct
95,1263,mp-2201,PbSe,Fm-3m,cubic,0.0,60.25371049242828,7.886316965624365,0.9081,-8.3298212,2.0,-2.0,6,O,0.6553030303030303,Correct
96,1281,mp-20250,PdS,P4_2/m,tetragonal,0.0,284.6751898942974,6.462375670278461,0.0062999999999995,-80.16971211,2.0,-2.0,5,S,0.4076086956521739,Incorrect
97,1282,mp-21165,PdSe,P4_2/m,tetragonal,0.0,329.4821752947485,7.474291606601866,0.0,-74.59715099,2.0,-2.0,5,S,0.3787878787878788,Incorrect
98,1336,mp-288,PtS,P4_2/mmc,tetragonal,0.0,76.46999127360388,9.865040708310444,0.4714,-22.0375486,2.0,-2.0,4,S,0.3804347826086956,Correct
99,1572,mp-342,SmTe,Fm-3m,cubic,0.0,62.06090802017423,7.437265320096428,0.0,-10.6255132,2.0,-2.0,6,O,0.574660633484163,Correct
100,1640,mp-1958,SrTe,Fm-3m,cubic,0.0,76.00668651799867,4.701970764493499,2.0435000000000003,-8.31815682,2.0,-2.0,6,O,0.5852187028657616,Correct
